# x 	 	 	 	 f(x)
0.0000000000000000 1.0000000000000000
0.0001570953422137 1.0001570953409213
0.0003141906844274 1.0003141906740873
0.0004712860266411 1.0004712859917402
0.0006283813688548 1.0006283812861207
0.0007854767110686 1.0007854765494655
0.0009425720532823 1.0009425717740104
0.0010996673954960 1.0010996669519880
0.0012567627377097 1.0012567620756279
0.0014138580799234 1.0014138571371589
0.0015709534221371 1.0015709521288059
0.0017280487643508 1.0017280470427916
0.0018851441065645 1.0018851418713370
0.0020422394487782 1.0020422366066599
0.0021993347909920 1.0021993312409760
0.0023564301332057 1.0023564257664983
0.0025135254754194 1.0025135201754378
0.0026706208176331 1.0026706144600028
0.0028277161598468 1.0028277086123989
0.0029848115020605 1.0029848026248296
0.0031419068442742 1.0031418964894960
0.0032990021864879 1.0032989901985965
0.0034560975287016 1.0034560837443269
0.0036131928709154 1.0036131771188816
0.0037702882131291 1.0037702703144513
0.0039273835553428 1.0039273633232249
0.0040844788975565 1.0040844561373883
0.0042415742397702 1.0042415487491259
0.0043986695819839 1.0043986411506187
0.0045557649241976 1.0045557333340460
0.0047128602664113 1.0047128252915840
0.0048699556086250 1.0048699170154072
0.0050270509508388 1.0050270084976869
0.0051841462930525 1.0051840997305919
0.0053412416352662 1.0053411907062897
0.0054983369774799 1.0054982814169442
0.0056554323196936 1.0056553718547174
0.0058125276619073 1.0058124620117681
0.0059696230041210 1.0059695518802541
0.0061267183463347 1.0061266414523293
0.0062838136885484 1.0062837307201458
0.0064409090307622 1.0064408196758532
0.0065980043729759 1.0065979083115988
0.0067550997151896 1.0067549966195273
0.0069121950574033 1.0069120845917805
0.0070692903996170 1.0070691722204987
0.0072263857418307 1.0072262594978187
0.0073834810840444 1.0073833464158757
0.0075405764262581 1.0075404329668021
0.0076976717684718 1.0076975191427275
0.0078547671106856 1.0078546049357799
0.0080118624528993 1.0080116903380842
0.0081689577951130 1.0081687753417627
0.0083260531373267 1.0083258599389360
0.0084831484795404 1.0084829441217213
0.0086402438217541 1.0086400278822341
0.0087973391639678 1.0087971112125869
0.0089544345061815 1.0089541941048903
0.0091115298483952 1.0091112765512522
